,gene_id,gene_name,gene_type,gene_chrom,gene_start,gene_end,n_cells,percent_cells,robust,highly_variable_features,ribosomal,mitochondrial,protein_coding,mitocarta_genes,robust_protein_coding,mean,bins,std
MAGT1,ENSG00000102158,MAGT1,protein_coding,X,77825747.0,77895593.0,1535729.0,17.257363710754202,True,True,False,False,True,False,True,0.11787233003077484,"(0.368, 0.425]",0.29111136685018524
EPHB1,ENSG00000154928,EPHB1,protein_coding,3,134795260.0,135260467.0,2612031.0,29.35203345822408,True,True,False,False,True,False,True,0.32923389215298404,"(0.72, 0.825]",0.587521736499168
PROM1,ENSG00000007062,PROM1,protein_coding,4,15963076.0,16084378.0,433659.0,4.873132622644983,True,True,False,False,True,False,True,0.029211991688068456,"(0.121, 0.14]",0.1664998887530538
AKR1A1,ENSG00000117448,AKR1A1,protein_coding,1,45550543.0,45570049.0,1062445.0,11.938955237331747,True,True,False,False,True,False,True,0.08331965850385516,"(0.246, 0.282]",0.24194772407696524
FAM160A1,ENSG00000164142,FAM160A1,protein_coding,4,151409176.0,151670503.0,991146.0,11.137750874313882,True,True,False,False,True,False,True,0.11943819368491151,"(0.214, 0.246]",0.3621195168751194
HHIP,ENSG00000164161,HHIP,protein_coding,4,144646156.0,144745271.0,4499085.0,50.557322425114435,True,True,False,False,True,False,True,0.6036539937500484,"(1.683, 2.18]",0.7630361494794066
SAMD11,ENSG00000187634,SAMD11,protein_coding,1,923923.0,944575.0,101268.0,1.1379733717737026,True,True,False,False,True,False,True,0.008137170494090242,"(0.023, 0.027]",0.07946017218933982
APAF1,ENSG00000120868,APAF1,protein_coding,12,98645290.0,98735433.0,2206052.0,24.78994778951021,True,True,False,False,True,False,True,0.21816751939906276,"(0.551, 0.63]",0.40383195863813426
DOCK6,ENSG00000130158,DOCK6,protein_coding,19,11199295.0,11262524.0,1323581.0,14.873404563984764,True,True,False,False,True,False,True,0.13407105416946719,"(0.324, 0.368]",0.3362075055251322
BCAT2,ENSG00000105552,BCAT2,protein_coding,19,48795062.0,48811029.0,2247400.0,25.254585414190256,True,False,False,False,True,True,False,0.2024398083036822,"(0.551, 0.63]",0.37906801160738113
MIDN,ENSG00000167470,MIDN,protein_coding,19,1248553.0,1259143.0,1262977.0,14.192382541006394,True,True,False,False,True,False,True,0.0887996602726059,"(0.324, 0.368]",0.25627083415616475
NDP,ENSG00000124479,NDP,protein_coding,X,43948776.0,43973395.0,629025.0,7.068508316348236,True,True,False,False,True,False,True,0.05234293409623015,"(0.161, 0.185]",0.20688871294847083
ITGA1,ENSG00000213949,ITGA1,protein_coding,5,52787916.0,52959209.0,660043.0,7.417065195576391,True,True,False,False,True,False,True,0.06798039327847176,"(0.185, 0.214]",0.2749674747161104
C8orf34,ENSG00000165084,C8orf34,protein_coding,8,68330955.0,68819023.0,2680620.0,30.12278488608467,True,True,False,False,True,False,True,0.39361995651199116,"(0.825, 0.96]",0.7639084583656841
CRB2,ENSG00000148204,CRB2,protein_coding,9,123356170.0,123380324.0,1110208.0,12.475679791544604,True,True,False,False,True,False,True,0.09328566561566175,"(0.282, 0.324]",0.2652584426641624
PIPOX,ENSG00000179761,PIPOX,protein_coding,17,28950513.0,29057216.0,1163966.0,13.079771632203158,True,False,False,False,True,False,True,0.09357311573325827,"(0.246, 0.282]",0.26743904385923445
CYBC1,ENSG00000178927,CYBC1,protein_coding,17,82442586.0,82450829.0,1139165.0,12.801076707909607,True,True,False,False,True,False,True,0.08513566468663726,"(0.282, 0.324]",0.2410897552273977
OAS3,ENSG00000111331,OAS3,protein_coding,12,112938051.0,112976460.0,214821.0,2.413996303845228,True,True,False,False,True,False,True,0.015789100985494423,"(0.0495, 0.0577]",0.10957763228236847
GBP1,ENSG00000117228,GBP1,protein_coding,1,89051882.0,89065360.0,157448.0,1.7692818209012318,True,True,False,False,True,False,True,0.011463612899579468,"(0.0422, 0.0495]",0.09934030584985169
KCNT2,ENSG00000162687,KCNT2,protein_coding,1,196225779.0,196609225.0,3604988.0,40.510134984039745,True,True,False,False,True,False,True,0.613387161655791,"(1.125, 1.352]",0.9179078236823582
OLR1,ENSG00000173391,OLR1,protein_coding,12,10158301.0,10172138.0,353283.0,3.96992778271842,True,True,False,False,True,False,True,0.033970770453825794,"(0.104, 0.121]",0.1956313228939359
BMP6,ENSG00000153162,BMP6,protein_coding,6,7726099.0,7881728.0,725038.0,8.1474299633059,True,True,False,False,True,False,True,0.07252651873676616,"(0.185, 0.214]",0.27780674451820675
TASL,ENSG00000120280,TASL,protein_coding,X,30558809.0,30577766.0,100357.0,1.1277362411728629,True,True,False,False,True,False,True,0.0075969412668058355,"(0.027, 0.0314]",0.07862185063729342
GASK1B,ENSG00000164125,GASK1B,protein_coding,4,158124474.0,158173318.0,1202022.0,13.507416244876659,True,True,False,False,True,False,True,0.10353186320205358,"(0.324, 0.368]",0.3029417492241347
PLAAT1,ENSG00000127252,PLAAT1,protein_coding,3,193241128.0,193277738.0,1331715.0,14.964808318438363,True,False,False,False,True,False,True,0.12700489101883286,"(0.282, 0.324]",0.3368909808519696
GIMAP2,ENSG00000106560,GIMAP2,protein_coding,7,150685697.0,150693641.0,89314.0,1.0036433397183362,True,True,False,False,True,False,True,0.005801391096042439,"(0.023, 0.027]",0.065523685982379
S100A16,ENSG00000188643,S100A16,protein_coding,1,153606886.0,153613145.0,217493.0,2.4440222236755726,True,True,False,False,True,False,True,0.014361359948495963,"(0.0577, 0.0671]",0.10342620063349459
PRTG,ENSG00000166450,PRTG,protein_coding,15,55611544.0,55743152.0,906399.0,10.18542803454509,True,True,False,False,True,False,True,0.07116887986001774,"(0.246, 0.282]",0.25539380356575186
GLIPR2,ENSG00000122694,GLIPR2,protein_coding,9,36136536.0,36163913.0,891168.0,10.014273549164859,True,True,False,False,True,False,True,0.07130856900368047,"(0.246, 0.282]",0.23218154421048562
RPS21,ENSG00000171858,RPS21,protein_coding,20,62387103.0,62388520.0,1891453.0,21.254721609605056,True,False,True,False,True,False,False,0.16120834359117206,"(0.484, 0.551]",0.35051309824559157
LAMB2,ENSG00000172037,LAMB2,protein_coding,3,49121114.0,49133118.0,248959.0,2.7976133888633052,True,True,False,False,True,False,True,0.02029785482581371,"(0.0577, 0.0671]",0.12232969891934076
LHFPL6,ENSG00000183722,LHFPL6,protein_coding,13,39209116.0,39603528.0,4267077.0,47.950191583797604,True,True,False,False,True,False,True,0.7637919608328948,"(1.352, 1.683]",0.9580049838062434
PAPLN,ENSG00000100767,PAPLN,protein_coding,14,73237497.0,73274640.0,1039598.0,11.682217890638679,True,True,False,False,True,False,True,0.10338947536416702,"(0.324, 0.368]",0.33836928831235064
PALM2AKAP2,ENSG00000157654,PALM2AKAP2,protein_coding,9,109498325.0,110172512.0,6672980.0,74.98591411283408,True,True,False,False,True,False,True,1.2949809897368803,"(2.18, 7.959]",1.0223636672385785
DDAH2,ENSG00000213722,DDAH2,protein_coding,6,31727038.0,31730617.0,272835.0,3.0659138611197823,True,True,False,False,True,False,True,0.019320893815549356,"(0.0671, 0.0773]",0.11768025868593025
PXK,ENSG00000168297,PXK,protein_coding,3,58332880.0,58426127.0,6471954.0,72.72693560990936,True,True,False,False,True,False,True,0.9680603867863972,"(2.18, 7.959]",0.8276498858791617
KLRG1,ENSG00000139187,KLRG1,protein_coding,12,8950044.0,9010760.0,1232549.0,13.850455636591077,True,True,False,False,True,False,True,0.11343212618306003,"(0.282, 0.324]",0.3034504928457192
SRGAP1,ENSG00000196935,SRGAP1,protein_coding,12,63844700.0,64162217.0,4476626.0,50.30494512965421,True,True,False,False,True,False,True,0.5514559733150431,"(1.352, 1.683]",0.6870206482353614
MEF2A,ENSG00000068305,MEF2A,protein_coding,15,99565417.0,99716466.0,6910474.0,77.65469248266487,True,False,False,False,True,False,True,1.1849836732141485,"(2.18, 7.959]",0.889471255059371
FER1L6,ENSG00000214814,FER1L6,protein_coding,8,123851987.0,124120061.0,272479.0,3.061913401741189,True,False,False,False,True,False,True,0.026941113369233854,"(0.0577, 0.0671]",0.16661919847271367
TMC8,ENSG00000167895,TMC8,protein_coding,17,78130770.0,78142968.0,531450.0,5.972034092004722,True,True,False,False,True,False,True,0.04203401796796513,"(0.14, 0.161]",0.17677552724527718
TEK,ENSG00000120156,TEK,protein_coding,9,27109141.0,27230174.0,1238850.0,13.9212615201431,True,True,False,False,True,False,True,0.11634316107350454,"(0.324, 0.368]",0.33295761528434176
BVES,ENSG00000112276,BVES,protein_coding,6,105096822.0,105137157.0,545608.0,6.131131013021944,True,True,False,False,True,False,True,0.049803806326008865,"(0.14, 0.161]",0.20120307056576758
BICC1,ENSG00000122870,BICC1,protein_coding,10,58512872.0,58831435.0,2818732.0,31.67478332905194,True,True,False,False,True,False,True,0.4188291078933251,"(0.825, 0.96]",0.720163024495487
PAPPA,ENSG00000182752,PAPPA,protein_coding,9,116153791.0,116402321.0,1224993.0,13.765547010004969,True,True,False,False,True,False,True,0.1142519578134928,"(0.324, 0.368]",0.3409145859841563
MGAT1,ENSG00000131446,MGAT1,protein_coding,5,180784780.0,180815652.0,1512439.0,16.995648264328782,True,True,False,False,True,False,True,0.13249850670823615,"(0.368, 0.425]",0.3066084022538138
H2AC20,ENSG00000184260,H2AC20,protein_coding,1,149886918.0,149887411.0,111715.0,1.2553688749427183,True,True,False,False,True,False,True,0.007171516646542336,"(0.027, 0.0314]",0.07177374732654747
SAMD9L,ENSG00000177409,SAMD9L,protein_coding,7,93130056.0,93148385.0,388311.0,4.363546016182982,True,True,False,False,True,False,True,0.03180901357419675,"(0.104, 0.121]",0.16739655594424754
ZNF488,ENSG00000265763,ZNF488,protein_coding,10,47365496.0,47384293.0,614023.0,6.899927160175022,True,True,False,False,True,False,True,0.05300015696142516,"(0.161, 0.185]",0.1996038568164888
WDR64,ENSG00000162843,WDR64,protein_coding,1,241652278.0,241802777.0,418586.0,4.703753622045139,True,True,False,False,True,False,True,0.0548890049861709,"(0.0894, 0.104]",0.2528215819981696
NUAK2,ENSG00000163545,NUAK2,protein_coding,1,205302063.0,205321745.0,148180.0,1.6651350301124468,True,True,False,False,True,False,True,0.011249980039341433,"(0.0362, 0.0422]",0.0916680591371882
PDE6B,ENSG00000133256,PDE6B,protein_coding,4,625573.0,670782.0,1944458.0,21.850351804443164,True,True,False,False,True,False,True,0.1756755026361624,"(0.484, 0.551]",0.35971755524086174
CTSH,ENSG00000103811,CTSH,protein_coding,15,78921058.0,78949574.0,883729.0,9.93067968029587,True,True,False,False,True,False,True,0.07147607966876306,"(0.214, 0.246]",0.23247775647258784
GJB6,ENSG00000121742,GJB6,protein_coding,13,20221962.0,20232365.0,416514.0,4.680470049482087,True,True,False,False,True,False,True,0.030368534491760284,"(0.104, 0.121]",0.16296283748639967
GLDC,ENSG00000178445,GLDC,protein_coding,9,6532467.0,6645729.0,1581330.0,17.76979334031391,True,False,False,False,True,True,False,0.16176354870034482,"(0.368, 0.425]",0.39816187987241974
NIPAL4,ENSG00000172548,NIPAL4,protein_coding,5,157460213.0,157474722.0,348451.0,3.915629412725821,True,True,False,False,True,False,True,0.0244506772325577,"(0.0894, 0.104]",0.13350643818287136
OCA2,ENSG00000104044,OCA2,protein_coding,15,27754875.0,28099315.0,1440725.0,16.18978044445104,True,True,False,False,True,False,True,0.1967960398193381,"(0.368, 0.425]",0.5032186326189629
ARRDC4,ENSG00000140450,ARRDC4,protein_coding,15,97960703.0,97973833.0,802716.0,9.020316715020533,True,True,False,False,True,False,True,0.06521403458671035,"(0.185, 0.214]",0.2277338325540698
NELL2,ENSG00000184613,NELL2,protein_coding,12,44508275.0,44921848.0,4422321.0,49.694706515736975,True,True,False,False,True,False,True,1.0656512198101498,"(1.683, 2.18]",1.3491095991073259
ATP2C2,ENSG00000064270,ATP2C2,protein_coding,16,84368527.0,84464187.0,1059863.0,11.909940669591498,True,True,False,False,True,False,True,0.08699214399908406,"(0.246, 0.282]",0.28508239354990883
PALMD,ENSG00000099260,PALMD,protein_coding,1,99646113.0,99694541.0,376496.0,4.230777961244538,True,True,False,False,True,False,True,0.029519341258791562,"(0.0894, 0.104]",0.17803479239598477
DAP,ENSG00000112977,DAP,protein_coding,5,10679230.0,10761234.0,1151475.0,12.939407199343563,True,True,False,False,True,False,True,0.10117202314915377,"(0.282, 0.324]",0.28211104270474774
LIPE,ENSG00000079435,LIPE,protein_coding,19,42401514.0,42427388.0,1783097.0,20.037098642113733,True,True,False,False,True,False,True,0.1468030521330347,"(0.484, 0.551]",0.3187483167508642
CDH7,ENSG00000081138,CDH7,protein_coding,18,65750252.0,65890337.0,1575029.0,17.698987456761888,True,True,False,False,True,False,True,0.21639115750022903,"(0.425, 0.484]",0.5274946817089593
SPSB1,ENSG00000171621,SPSB1,protein_coding,1,9292894.0,9369532.0,1298687.0,14.593664575864778,True,True,False,False,True,False,True,0.11189323013055268,"(0.368, 0.425]",0.29530856200892874
TBC1D12,ENSG00000108239,TBC1D12,protein_coding,10,94402541.0,94536332.0,4503491.0,50.60683372854725,True,True,False,False,True,False,True,0.5061873194283848,"(1.352, 1.683]",0.5886430909132045
GSDMD,ENSG00000104518,GSDMD,protein_coding,8,143553207.0,143563062.0,156337.0,1.7567972412112942,True,True,False,False,True,False,True,0.011522466795694597,"(0.0422, 0.0495]",0.09095527143337917
RASAL1,ENSG00000111344,RASAL1,protein_coding,12,113098819.0,113136239.0,1920815.0,21.584669610375485,True,True,False,False,True,False,True,0.1602658554171579,"(0.484, 0.551]",0.3562909840347777
SCML1,ENSG00000047634,SCML1,protein_coding,X,17737449.0,17754988.0,1880512.0,21.13177490718597,True,True,False,False,True,False,True,0.16835386871484864,"(0.484, 0.551]",0.3557144686444642
ITGAM,ENSG00000169896,ITGAM,protein_coding,16,31259967.0,31332892.0,424010.0,4.7647044413414665,True,True,False,False,True,False,True,0.032279984022233955,"(0.121, 0.14]",0.16877194885611443
SLC1A1,ENSG00000106688,SLC1A1,protein_coding,9,4490468.0,4587469.0,2995784.0,33.664360109666525,True,True,False,False,True,False,True,0.35740829337155844,"(0.825, 0.96]",0.5779753940988022
FCGR3A,ENSG00000203747,FCGR3A,protein_coding,1,161541759.0,161550737.0,210324.0,2.3634624110768674,True,True,False,False,True,False,True,0.017805337981864674,"(0.0671, 0.0773]",0.1282423869284904
PLXND1,ENSG00000004399,PLXND1,protein_coding,3,129555214.0,129606676.0,1511103.0,16.980635304413607,True,True,False,False,True,False,True,0.13309315311611808,"(0.368, 0.425]",0.31899142796050645
FIS1,ENSG00000214253,FIS1,protein_coding,7,101239458.0,101252316.0,1767376.0,19.860437906465215,True,False,False,False,True,True,False,0.1416984825630233,"(0.425, 0.484]",0.3120280083990783
IGSF1,ENSG00000147255,IGSF1,protein_coding,X,131273506.0,131578899.0,627587.0,7.052349157397625,True,True,False,False,True,False,True,0.061024101036929644,"(0.14, 0.161]",0.24552429662572317
PRKCH,ENSG00000027075,PRKCH,protein_coding,14,61187559.0,61550976.0,975831.0,10.965652460316228,True,True,False,False,True,False,True,0.11011724291870671,"(0.282, 0.324]",0.3646191741184783
DLL4,ENSG00000128917,DLL4,protein_coding,15,40929340.0,40939073.0,77141.0,0.8668523509104079,True,True,False,False,True,False,True,0.008073194221931979,"(0.017, 0.0198]",0.08091426506928574
HCN1,ENSG00000164588,HCN1,protein_coding,5,45254948.0,45696498.0,4282009.0,48.11798613278963,True,True,False,False,True,False,True,1.0007736863407253,"(1.683, 2.18]",1.235869276295948
WWTR1,ENSG00000018408,WWTR1,protein_coding,3,149517235.0,149736714.0,1913415.0,21.501513994078874,True,True,False,False,True,False,True,0.2000488491889039,"(0.551, 0.63]",0.44427968808135615
TK1,ENSG00000167900,TK1,protein_coding,17,78174091.0,78187233.0,114716.0,1.2890918485246283,True,True,False,False,True,False,True,0.009604431866096707,"(0.027, 0.0314]",0.08277147807572008
HACD1,ENSG00000165996,HACD1,protein_coding,10,17589032.0,17617374.0,1174780.0,13.20129120445067,True,True,False,False,True,False,True,0.10405749841625203,"(0.282, 0.324]",0.2845351743084253
GLIS3,ENSG00000107249,GLIS3,protein_coding,9,3824127.0,4348392.0,3132401.0,35.19955887069279,True,True,False,False,True,False,True,0.5959893712394229,"(1.125, 1.352]",1.0010745770357343
LAMA1,ENSG00000101680,LAMA1,protein_coding,18,6941742.0,7117797.0,985095.0,11.069754302123233,True,True,False,False,True,False,True,0.082367213653287,"(0.282, 0.324]",0.28785200750328666
HYAL2,ENSG00000068001,HYAL2,protein_coding,3,50317790.0,50322782.0,187087.0,2.102342538660057,True,True,False,False,True,False,True,0.015850214210330348,"(0.0422, 0.0495]",0.1124387489847652
SASH3,ENSG00000122122,SASH3,protein_coding,X,129779949.0,129795201.0,127307.0,1.4305800059287708,True,True,False,False,True,False,True,0.009754147826617342,"(0.0314, 0.0362]",0.08553681131442795
MECOM,ENSG00000085276,MECOM,protein_coding,3,169083499.0,169663775.0,367821.0,4.133294857004928,True,True,False,False,True,False,True,0.050757225421742935,"(0.104, 0.121]",0.2947045718922453
PCSK5,ENSG00000099139,PCSK5,protein_coding,9,75890644.0,76362975.0,2880292.0,32.3665481586762,True,True,False,False,True,False,True,0.3593002419238146,"(0.96, 1.125]",0.668756340727009
NFKBIZ,ENSG00000144802,NFKBIZ,protein_coding,3,101827991.0,101861022.0,2102090.0,23.621701278506364,True,True,False,False,True,False,True,0.21625156690506836,"(0.551, 0.63]",0.3994267432991842
PLAC8,ENSG00000145287,PLAC8,protein_coding,4,83090048.0,83137075.0,248120.0,2.788185339934541,True,False,False,False,True,False,True,0.01883399184298087,"(0.0495, 0.0577]",0.12094086364843604
PSG8,ENSG00000124467,PSG8,protein_coding,19,42752686.0,42855691.0,1137763.0,12.78532208979503,True,True,False,False,True,False,True,0.0955268816504045,"(0.282, 0.324]",0.28260949061694096
CRLF1,ENSG00000006016,CRLF1,protein_coding,19,18572220.0,18607741.0,2071850.0,23.2818869762348,True,False,False,False,True,False,True,0.2096193192503547,"(0.484, 0.551]",0.4042872456236443
FOSL2,ENSG00000075426,FOSL2,protein_coding,2,28392448.0,28417317.0,893268.0,10.037871764600384,True,True,False,False,True,False,True,0.090330505794684,"(0.185, 0.214]",0.27792828584438684
OR3A2,ENSG00000221882,OR3A2,protein_coding,17,3276942.0,3386317.0,698765.0,7.852193813716586,True,True,False,False,True,False,True,0.06558144596673385,"(0.161, 0.185]",0.24439049688130082
PIEZO1,ENSG00000103335,PIEZO1,protein_coding,16,88715338.0,88785220.0,803370.0,9.027665873541883,True,True,False,False,True,False,True,0.05701752358104796,"(0.214, 0.246]",0.2049868840709438
CALCR,ENSG00000004948,CALCR,protein_coding,7,93424486.0,93574730.0,125458.0,1.409802339100063,True,True,False,False,True,False,True,0.009502313217668626,"(0.0314, 0.0362]",0.09362467320569866
